drug_name,side_effects,medical_condition,rating
Xeljanz XR,"warningcaution even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect signs of an allergic reaction, like rash hives  itching red, swollen, blistered, or peeling skin with or without fever wheezing tightness in the chest or throat trouble breathing, swallowing, or talking unusual hoarseness or swelling of the mouth, face, lips, tongue, or throat signs of liver problems like dark urine, feeling tired, not hungry, upset stomach or stomach pain, lightcolored stools, throwing up, or yellow skin or eyes signs of infection like fever, chills, very bad sore throat , ear or sinus pain, cough, more sputum or change in color of sputum, pain with passing urine, mouth sores, or wound that will not heal warm, red, or painful skin or sores on the body shingles  change in color or size of a mole a skin lump or growth feeling very tired or weak change in bowel habits muscle pain or weakness slow heartbeat  a heartbeat that does not feel normal call your doctor right away if you have a swollen gland, night sweats , shortness of breath, or weight loss without trying tears in the stomach or bowel wall have happened in certain people taking xeljanz xr tofacitinib extendedrelease tablets call your doctor right away if you have swelling or pain in your stomach that is very bad, gets worse, or does not go away call your doctor right away if you throw up blood or have throw up that looks like coffee grounds upset stomach or throwing up that does not go away or black, tarry, or bloody stools some people have had lung problems with xeljanz xr tofacitinib extendedrelease tablets sometimes, this has been deadly call your doctor right away if you have signs of lung problems like shortness of breath or other trouble breathing, cough that is new or worse, or fever xeljanz xr side effects",Rheumatoid Arthritis,6.3
Xenical,"hives difficult breathing swelling of your face, lips, tongue, or throat stop using xenical and call your doctor at once if you have severe stomach pain severe pain in your lower back blood in your urine, painful or difficult urination kidney problems  little or no urinating swelling in your feet or ankles feeling tired or short of breath or liver problems  nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, claycolored stools, jaundice yellowing of the skin or eyes common xenical side effects are caused by orlistats fatblocking action these are signs that the medicine is working properly these side effects are usually temporary and may lessen as you continue using xenical oily or fatty stools oily spotting in your undergarments orange or brown colored oil in your stool gas and oily discharge loose stools, or an urgent need to go to the bathroom, inability to control bowel movements an increased number of bowel movements or stomach pain, nausea, rectal pain",Weight Loss,8.3
Xenleta,"hives  difficult breathing swelling of your face, lips, tongue, or throat xenleta may cause serious side effects call your doctor at once if you have severe stomach pain, diarrhea that is watery or bloody even if it occurs months after your last dose or low potassium levelleg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling common side effects of xenleta may include nausea , vomiting , diarrhea sleep problems  insomnia  low potassium headache  abnormal liver function tests  or pain, bruising, swelling, or irritation where the medicine was injected",Pneumonia,10.0
Xigduo XR,"hives  difficult breathing swelling of your face, lips, tongue, or throat seek medical attention right away if you have signs of a genital infection penis or vagina burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well these symptoms may get worse quickly call your doctor at once if you have little or no urination signs of a bladder infection  pain or burning when you urinate, increased urination, blood in your urine, fever, pain in your pelvis or back dehydration symptoms  dizziness, weakness, feeling lightheaded like you might pass out ketoacidosis too much acid in the blood  nausea, vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing or lactic acidosis  unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired side effects may be more likely to occur in older adults common xigduo xr side effects may include genital infections headache nausea, vomiting, diarrhea or runny or stuffy nose, sore throat ",Diabetes (Type 2),7.3
Xodol,"hives  difficulty breathing swelling of your face, lips, tongue, or throat opioid medicine can slow or stop your breathing, and death may occur a person caring for you should give naloxone andor seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up in rare cases, acetaminophen may cause a severe skin reaction that can be fatal this could occur even if you have taken acetaminophen in the past and had no reaction stop taking xodol and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling xodol may cause serious side effects call your doctor at once if you have noisy breathing, sighing, shallow breathing, breathing that stops a lightheaded feeling, like you might pass out liver problemsnausea, upper stomach pain, tiredness, loss of appetite, dark urine, claycolored stools, jaundice yellowing of the skin or eyes low cortisol levels nausea, vomiting, loss of appetite, dizziness, worsening tiredness or weakness o high levels of serotonin in the body agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea, vomiting, diarrhea  serious breathing problems may be more likely in older adults and in those who are debilitated or have wasting syndrome or chronic breathing disorders common side effects include dizziness, drowsiness, feeling tired nausea, vomiting, stomach pain constipation  or headache ",Pain,10.0
Xolox,"along with its needed effects, a medicine may cause some unwanted effects although not all of these side effects may occur, if they do occur they may need medical attention check with your doctor immediately if any of the following side effects occur more common black, tarry stools chills dark urine dizziness fever headache itching, skin rash lightcolored stools loss of appetite nausea stomach pain unpleasant breath odor unusual tiredness or weakness vomiting of blood yellow eyes or skin rare cough fever with or without chills general feeling of tiredness or weakness hoarseness lower back or side pain painful or difficult urination sore throat sores, ulcers, or white spots on the lips or in the mouth unusual bleeding or bruising incidence not known back, leg, or stomach pains bleeding gums bloating blood in the urine or stools blue lips and fingernails blurred vision burning, crawling, itching, numbness, prickling, pins and needles, or tingling feelings chest pain, discomfort, or tightness cloudy urine clumsiness confusion constipation coughing that sometimes produces a pink frothy sputum darkening of the skin decreased awareness or responsiveness decreased frequency or amount of urine diarrhea difficult, fast, noisy breathing difficulty in passing urine dribbling difficulty with swallowing dizziness, faintness, or lightheadedness when getting up suddenly from a lying or sitting position drowsiness dry mouth extremely shallow or slow breathing fainting fast or deep breathing fast, slow, irregular, pounding, or racing heartbeat feeling of warmth general body swelling hives or welts increased sweating increased thirst indigestion large, hivelike swelling on the face, eyelids, lips, tongue, throat, hands, legs, feet, or genitals lightheadedness mental depression muscle aches, tremors, or weakness nervousness nosebleeds pains in the stomach, side, or abdomen, possibly radiating to the back pale skin pinpoint red spots on the skin pounding in the ears puffiness or swelling of the eyelids or around the eyes, face, lips, or tongue rapid, deep or shallow breathing redness of the face, neck, arms, and occasionally, upper chest restlessness seizures severe constipation severe sleepiness severe vomiting skin blisters sleepiness stomach cramps sunken eyes sweating swelling of the face, fingers, lower legs, or ankles thirst tiredness trouble breathing vomiting weakness or heaviness of the legs weight gain symptoms of overdose bluish lips or skin change in consciousness cold, clammy skin extreme sleepiness general feeling of discomfort or illness loss of consciousness low blood pressure or pulse slow breathing unconsciousness some side effects may occur that usually do not need medical attention these side effects may go away during treatment as your body adjusts to the medicine also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them more common relaxed and calm feeling incidence not known agitation bad, unusual or unpleasant after taste belching change in taste cold sweats constricted, pinpoint, or small pupils black part of the eye continuing ringing or buzzing or other unexplained noise in the ears cool, pale skin depression difficulty with moving disturbed color perception double vision excess air or gas in the stomach or bowels false or unusual sense of wellbeing flushed, dry skin fruitlike breath odor full feeling general feeling of discomfort or illness halos around lights hearing loss heartburn increased hunger increased urination indigestion joint pain lack or loss of strength muscle cramps, spasms, pain, or stiffness night blindness nightmares overbright appearance of lights seeing, hearing, or feeling things that are not there seizures shakiness slurred speech swollen joints trouble sleeping tunnel vision unexplained weight loss unusual drowsiness, dullness, tiredness, weakness, or feeling of sluggishness other side effects not listed may also occur in some patients if you notice any other effects, check with your healthcare professional call your doctor for medical advice about side effects you may report side effects to the fda at 1800fda1088 xolox side effects",Pain,0.0
Xopenex,"hives difficult breathing swelling of your face, lips, tongue, or throat call your doctor at once if you have wheezing, choking, or other breathing problems after using this medicine pounding heartbeats or fluttering in your chest worsening asthma symptoms or low potassiumleg cramps, constipation, irregular heartbeats, fluttering in your chest, extreme thirst, increased urination, numbness or tingling, muscle weakness or limp feeling common xopenex side effects may include dizziness, nervousness, tremors runny nose, sore throat chest pain or tightness, irregular heartbeats pain or vomiting",Asthma,10.0
Xopenex HFA,"hives  difficult breathing swelling of your face, lips, tongue, or throat xopenex hfa may cause serious side effects call your doctor at once if you have wheezing, choking, or other breathing problems after using xopenex hfa pounding heartbeats or fluttering in your chest worsening asthma symptoms or low potassium leg cramps, constipation , irregular heartbeats, fluttering in your chest, extreme thirst, increased urination, numbness or tingling, muscle weakness or limp feeling common side effects of xopenex hfa may include dizziness , nervousness , tremors runny nose , sore throat  chest pain or tightness, irregular heartbeats pain or vomiting ",Asthma,0.0
Xtampza ER,"the possible side effects of are constipation, nausea, sleepiness, vomiting, tiredness, headache, dizziness, abdominal pain call your healthcare provider if you have any of these symptoms and they are severe trouble breathing, shortness of breath, fast heartbeat, chest pain, swelling of your face, tongue, or throat, extreme drowsiness, lightheadedness when changing positions, feeling faint, agitation, high body temperature, trouble walking, stiff muscles, or mental changes such as confusion these are not all the possible side effects call your doctor for medical advice about side effects you may report side effects to the fda at 1800fda1088 xtampza er side effects",Pain,2.7
Xultophy,"hives  difficult breathing swelling of your face, lips, tongue, or throat call your doctor at once if you have severe nausea and vomiting  shortness of breath even with mild exertion swelling in your feet or ankles, rapid weight gain signs of pancreatitis  severe pain in your upper stomach spreading to your back, nausea and vomiting, fast heart rate  kidney problems  little or no urination, painful or difficult urination or low potassium level  leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling common xultophy side effects include nausea, diarrhea headache  or cold symptoms such as stuffy or runny nose , sneezing, sore throat ",Diabetes (Type 2),9.3
Xyzal,"hives difficulty breathing swelling of your face, lips, tongue, or throat stop using this medicine and call your doctor at once if you have worsening allergy or urticaria symptoms painful or difficult urination little or no urination a lightheaded feeling, like you might pass out fever or signs of an ear infection  ear pain or full feeling, trouble hearing, drainage from the ear, fussiness in a child common xyzal side effects may include drowsiness, tiredness sinus pain ear infection cough fever nosebleed vomiting , diarrhea , constipation  dry mouth or weight gain ",Allergies,4.6
Yasmin,"hives difficult breathing swelling of your face, lips, tongue, or throat stop using yasmin and call your doctor at once if you have signs of a stroke  sudden numbness or weakness especially on one side of the body, sudden severe headache, slurred speech, problems with vision or balance signs of a blood clot  sudden vision loss, stabbing chest pain, feeling short of breath, coughing up blood, pain or warmth and swelling in one or both legs heart attack symptoms  chest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating liver problems  loss of appetite, upper stomach pain, tiredness, dark urine, claycolored stools, jaundice yellowing of the skin or eyes increased blood pressure  severe headache, blurred vision, pounding in your neck or ears swelling in your hands, ankles, or feet a change in the pattern or severity of migraine headaches or symptoms of depression  sleep problems, weakness, tired feeling, mood changes common yasmin side effects may include nausea, vomiting breast tenderness headache, mood changes, feeling tired or irritable weight gain or changes in your menstrual periods, decreased sex drive",Acne,6.4
Yaz,"hives difficult breathing swelling of your face, lips, tongue, or throat stop using yaz and call your doctor at once if you have sudden numbness or weakness especially on one side of the body, sudden severe headache, slurred speech, problems with vision or balance pain, warmth or swelling in one or both legs shortness of breath, rapid breathing, andor sudden coughing coughing up blood sudden vision loss or blurred vision chest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating symptoms of liver problems  loss of appetite, upper stomach pain, tiredness, dark urine, claycolored stools, jaundice yellowing of the skin or eyes signs of increased blood pressure  severe headache, blurred vision, pounding in your neck or ears swelling in your hands, ankles, or feet a change in the pattern or severity of migraine headaches or symptoms of depression  sleep problems, weakness, tired feeling, mood changes common yaz side effects may include nausea, vomiting breast tenderness headache, mood changes, feeling tired or irritable weight gain skin darkening or pigmentation changes changes in your menstrual periods or decreased sex drive",Acne,6.7
Yupelri,"hives  difficult breathing swelling of your face, lips, tongue, or throat call your doctor at once if you have wheezing, choking, or other breathing problems after using this medicine blurred vision, tunnel vision, eye pain or redness, or seeing halos around lights painful or difficult urination or trouble emptying your bladder a weak stream of urine common yupelri side effects may include headache  back pain  or cold symptoms such as runny nose, sneezing, cough, sore throat ",COPD,10.0
Z-Sleep,"hives difficult breathing swelling of your face, lips, tongue, or throat zsleep may cause serious side effects stop using zsleep and call your doctor at once if you have severe drowsiness or painful or difficult urination side effects such as dry mouth, constipation , and confusion may be more likely in older adults common side effects of zsleep may include drowsiness dry eyes, blurred vision dry mouth, nose, or throat decreased urination constipation feeling restless or excited especially in children or daytime drowsiness or hangover feeling after nighttime use",Insomnia,7.0
Zarah,"hives  difficult breathing swelling of your face, lips, tongue, or throat birth control pills may cause serious side effects stop using birth control pills and call your doctor at once if you have signs of a strokesudden numbness or weakness especially on one side of the body, sudden severe headache, slurred speech, problems with vision or balance signs of a blood clotsudden vision loss, stabbing chest pain, feeling short of breath, coughing up blood , pain or warmth in one or both legs heart attack symptomschest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating liver problemsloss of appetite, upper stomach pain, tiredness, dark urine, claycolored stools, jaundice yellowing of the skin or eyes increased blood pressuresevere headache, blurred vision, pounding in your neck or ears swelling in your hands, ankles, or feet a change in the pattern or severity of migraine headaches or symptoms of depressionsleep problems, weakness, tired feeling, mood changes common side effects of zarah may include nausea, vomiting  breast tenderness headache, mood changes, feeling tired or irritable weight gain or changes in your menstrual periods, decreased sex drive",Acne,8.5
Zarontin,"hives  difficult breathing swelling of your face, lips, tongue, or throat report any new or worsening symptoms to your doctor, such as mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive mentally or physically, depressed, or have thoughts about suicide or hurting yourself zarontin may cause serious side effects call your doctor at once if you have fever, chills, flu symptoms, sore throat , feeling very weak confusion, hallucinations, unusual thoughts or behavior, extreme fear worsening seizures lupuslike syndromejoint pain or swelling with fever, swollen glands, muscle aches, chest pain, vomiting, unusual thoughts or behavior, and patchy skin color signs of inflammation in your bodyswollen glands, flu symptoms, easy bruising or bleeding, severe tingling or numbness , muscle weakness, upper stomach pain, jaundice yellowing of the skin or eyes, chest pain, new or worsening cough, trouble breathing or severe skin reactionfever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads especially in the face or upper body and causes blistering and peeling common side effects of zarontin may include upset stomach , nausea, stomach pain, loss of appetite diarrhea , weight loss  hiccups  swelling in your tongue or gums headache , dizziness , trouble concentrating or feeling tired",Seizures,9.4
Zegerid,"hives  difficulty breathing swelling of your face, lips, tongue, or throat call your doctor at once if you have severe stomach pain, diarrhea that is watery or bloody new or unusual pain in your wrist, back, hip, or thigh muscle twitching or tremor numbness or tingling in your face, arms, or legs confusion, dizziness  a seizure low magnesium  dizziness, irregular heartbeats, feeling jittery, muscle cramps, muscle spasms, cough or choking feeling kidney problems  fever, rash, nausea, loss of appetite, joint pain, urinating less than usual, blood in your urine, weight gain new or worsening symptoms of lupus  joint pain, and a skin rash on your cheeks or arms that worsens in sunlight or vitamin b12 deficiency  shortness of breath, feeling lightheaded, irregular heartbeats, muscle weakness, pale skin, tiredness, mood changes taking this medicine longterm may cause you to develop stomach growths called fundic gland polyps talk with your doctor about this risk if you use zegerid for longer than 3 years, you could develop a vitamin b12 deficiency talk to your doctor about how to manage this condition if you develop it common zegerid side effects may include headache nausea , vomiting, stomach pain, gas or diarrhea",GERD (Heartburn),8.3
Zegerid OTC,"hives  difficulty breathing swelling of your face, lips, tongue, or throat call your doctor at once if you have severe stomach pain, diarrhea that is watery or bloody new or unusual pain in your wrist, back, hip, or thigh muscle twitching or tremor numbness or tingling in your face, arms, or legs confusion, dizziness  a seizure low magnesium  dizziness, irregular heartbeats, feeling jittery, muscle cramps, muscle spasms, cough or choking feeling kidney problems  little or no urination, blood in your urine, swelling, rapid weight gain new or worsening symptoms of lupus  joint pain, and a skin rash on your cheeks or arms that worsens in sunlight or vitamin b12 deficiency  shortness of breath, feeling lightheaded, irregular heartbeats, muscle weakness, pale skin, tiredness, mood changes common zegerid otc side effects may include headache nausea , vomiting, stomach pain, gas or diarrhea",GERD (Heartburn),8.0
Zenatane,"problems with your vision or hearing muscle or joint pain, bone pain, back pain increased thirst, increased urination hallucinations, see or hearing things that are not real symptoms of depressionunusual mood changes, crying spells, feelings of low selfworth, loss of interest in things you once enjoyed, new sleep problems, thoughts about hurting yourself signs of liver or pancreas problemsloss of appetite, upper stomach pain that may spread to your back, nausea or vomiting, fast heart rate , dark urine, jaundice yellowing of the skin or eyes severe stomach problemssevere stomach or chest pain, pain when swallowing, heartburn , diarrhea , rectal bleeding , bloody or tarry stools or increased pressure inside the skullsevere headaches, ringing in your ears, dizziness, nausea, vision problems, pain behind your eyes common side effects of zenatane may include dryness of your skin, lips, eyes, or nose you may have nosebleeds  vision problems headache, back pain , joint pain, muscle problems skin reactions or cold symptoms such as stuffy nose, sneezing, sore throat",Acne,7.7
Zenzedi,"hives  difficulty breathing swelling of your face, lips, tongue, or throat zenzedi may cause serious side effects call your doctor at once if you have signs of heart problemschest pain, trouble breathing, feeling like you might pass out signs of psychosishallucinations seeing or hearing things that are not real, new behavior problems, aggression, hostility, paranoia signs of circulation problemsnumbness, pain, cold feeling, unexplained wounds, or skin color changes pale, red, or blue appearance in your fingers or toes a seizure convulsions muscle twitches tics or changes in your vision seek medical attention right away if you have symptoms of serotonin syndrome, such as agitation, hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea zenzedi can affect growth in children tell your doctor if your child is not growing at a normal rate while using zenzedi common side effects of zenzedi may include dry mouth, upset stomach , loss of appetite, weight loss  headache , dizziness  tremors, fast heartbeats or sleep problems  insomnia ",ADHD,8.1
Zestoretic,"hives  severe stomach pain difficulty breathing swelling of your face, lips, tongue, or throat you may be more likely to have an allergic reaction if you are africanamerican call your doctor at once if you have a lightheaded feeling, like you might pass out eye pain , vision problems little or no urination weakness, drowsiness, or feeling restless fever, chills, sore throat , mouth sores, trouble swallowing jaundice yellowing of the skin or eyes high potassium  nausea , tingly feeling, chest pain, irregular heartbeats, loss of movement low potassium  leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling or low sodium  headache , confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady common zestoretic side effects may include cough headache dizziness  or tired feeling",Hypertension,8.3
Zestril,"hives severe stomach pain, difficult breathing swelling of your face, lips, tongue, or throat you may be more likely to have an allergic reaction if you are africanamerican call your doctor at once if you have a lightheaded feeling, like you might pass out fever, sore throat high potassium  nausea, weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement kidney problems  little or no urination, swelling in your feet or ankles, feeling tired or short of breath or liver problems  nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, claycolored stools, jaundice yellowing of the skin or eyes common zestril side effects may include headache, dizziness cough or chest pain",Hypertension,6.7
Zetia,"hives  difficult breathing swelling of your face, lips, tongue, or throat zetia can cause the breakdown of muscle tissue, which can lead to kidney failure call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, or dark urine side effects may be more likely in older adults common side effects of zetia may include diarrhea  cold symptoms such as stuffy nose, sneezing, sore throat pain in an arm or leg joint pain or muscle pain while taking zetia with a statin",Cholesterol,4.0
Ziac,"chest pain fast, slow, or uneven heartbeats a lightheaded feeling, like you might pass out blurred vision, tunnel vision, eye pain , or seeing halos around lights shortness of breath even with mild exertion, swelling, rapid weight gain liver problems  nausea , upper stomach pain, itching, tired feeling, loss of appetite, dark urine, claycolored stools, jaundice yellowing of the skin or eyes signs of an electrolyte imbalance  increased thirst or urination, constipation , muscle pain or weakness, leg cramps, numbness or tingling, feeling jittery, irregular heartbeats, fluttering in your chest, or a choking feeling low blood sugar  headache , hunger, sweating, irritability, dizziness , fast heart rate , and feeling anxious or shaky common ziac side effects may include dizziness feeling weak or tired diarrhea, nausea, indigestion  headache or cough",Hypertension,5.6
Ziana,"hives difficult breathing swelling of your face, lips, tongue, or throat stop using this medicine and call your doctor at once if you have severe redness, burning, stinging, or scaling of treated skin areas or diarrhea that is watery or bloody common ziana side effects may include mild skin irritation, dryness or peeling mild skin redness or itching of treated skin",Acne,7.5
Zilretta,"rare serious allergic reactions effects in the injected knee such as infection with pain, swelling and restricted motion or joint damage increased chance of getting an infection, and a decreased ability to fight an infection effects on hormone production these effects can be reversible elevated blood pressure, sodium and water retention, and potassium loss intestinal perforation if you have certain gastrointestinal disorders weakening of bones changes in behavior or mood disturbances increased pressure inside the eye zilretta side effects",Osteoarthritis,5.7
Zipsor,"chest pain spreading to your jaw or shoulder, sudden numbness or weakness on one side of the body, slurred speech, feeling short of breath stop using zipsor and call your doctor at once if you have the first sign of any skin rash, no matter how mild flulike symptoms heart problems  swelling, rapid weight gain, feeling short of breath kidney problems  little or no urinating, painful or difficult urination, swelling in your arms or legs, feeling tired or short of breath liver problems  nausea , diarrhea , stomach pain upper right side, tiredness, itching, dark urine, jaundice yellowing of the skin or eyes or signs of stomach bleeding  bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds common zipsor side effects may include indigestion , gas, nausea, vomiting , stomach pain diarrhea, constipation  headache, dizziness , drowsiness abnormal lab tests itching, sweating stuffy nose increased blood pressure or swelling or pain in your arms or legs",Pain,7.5
Zithromax,"hives, difficult breathing, swelling in your face or throat or a severe skin reaction fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling seek medical treatment if you have a serious drug reaction that can affect many parts of your body symptoms may include skin rash, fever, swollen glands, flulike symptoms, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes this reaction may occur several weeks after you began using zithromax call your doctor at once if you have severe stomach pain, diarrhea that is watery or bloody fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness like you might pass out or liver problems  nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, claycolored stools, jaundice yellowing of the skin or eyes call your doctor right away if a baby taking zithromax becomes irritable or vomits while eating or nursing older adults may be more likely to have side effects on heart rhythm, including a lifethreatening fast heart rate common zithromax side effects may include diarrhea nausea, vomiting, stomach pain or headache",Bronchitis,5.9
Zocor,"hives, difficult breathing, swelling in your face or throat or a severe skin reaction fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling simvastatin can cause the breakdown of muscle tissue, which can lead to kidney failure call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, or dark urine also call your doctor at once if you have signs of a kidney problem  little or no urinating painful or difficult urination swelling in your feet or ankles feeling tired or short of breath or muscle weakness in your hips, shoulders, neck, and back trouble lifting your arms, trouble climbing or standing or liver problems  nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, claycolored stools, jaundice yellowing of the skin or eyes common zocor side effects may include headache constipation, nausea, stomach pain or cold symptoms such as stuffy nose, sneezing, sore throat",Cholesterol,5.0
Zoloft,"skin rash or hives with or without fever or joint pain difficulty breathing swelling of your face, lips, tongue, or throat report any new or worsening symptoms to your doctor, such as mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive mentally or physically, more depressed, or have thoughts about suicide or hurting yourself zoloft may cause serious side effects call your doctor at once if you have unusual bleeding or bruising a seizure vision changes, eye pain , redness, or swelling low blood sodium  headache , confusion, problems with thinking or memory, weakness, feeling unsteady or manic episodes  racing thoughts, increased energy, unusual risktaking behavior, extreme happiness, being irritable or talkative seek medical attention right away if you have symptoms of serotonin syndrome, such as agitation, hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea , vomiting , or diarrhea  sertraline can affect growth in children your childs height and weight may be checked often common side effects of zoloft may include indigestion  nausea diarrhea loss of appetite loose stool increased sweating tremors or sexual problems",Depression,6.8
Zolpimist,"zolpidem may cause a severe allergic reaction stop using zolpimist and get emergency medical help if you have signs of an allergic reaction to zolpidem hives difficulty breathing swelling of your face, lips, tongue, or throat report any new or worsening symptoms to your doctor, such as depression, anxiety , aggression, agitation , confusion, unusual thoughts, hallucinations, memory problems, changes in personality, risktaking behavior, decreased inhibitions, no fear of danger, or thoughts of suicide or hurting yourself stop using zolpimist and call your doctor at once if you have chest pain, fast or irregular heartbeat , feeling short of breath trouble breathing or swallowing or feeling like you might pass out the sedative effect of zolpidem may be stronger in older adults dizziness or severe drowsiness can cause falls, accidents, or severe injuries common zolpimist side effects may include daytime drowsiness, dizziness, weakness, feeling drugged or lightheaded tired feeling, loss of coordination stuffy nose, dry mouth, nose or throat irritation nausea , constipation , diarrhea , upset stomach  or headache , muscle pain",Insomnia,7.4
Zometa,"hives  wheezing, chest tightness, trouble breathing swelling of your face, lips, tongue, or throat call your doctor at once if you have new or unusual pain in your thigh or hip jaw pain or numbness, red or swollen gums, loose teeth, or slow healing after dental work severe joint, bone, or muscle pain kidney problems  little or no urination, swelling in your feet or ankles, feeling tired low red blood cells anemia  pale skin, unusual tiredness, feeling lightheaded or short of breath, cold hands and feet or low calcium levels  muscle spasms or contractions, numbness or tingly feeling around your mouth, or in your fingers and toes serious side effects on the kidneys may be more likely in older adults common zometa side effects may include trouble breathing nausea , vomiting , diarrhea , constipation  bone pain, muscle or joint pain fever or other flu symptoms tiredness eye pain or swelling pain in your arms or legs headache  or anemia",Osteoporosis,3.3
Zomig,"hives difficulty breathing swelling of your face, lips, tongue, or throat stop using zomig and call your doctor at once if you have feeling of tightness in your jaw, neck, throat, or chest fast or pounding heartbeats, dizziness sudden and severe stomach pain and bloody diarrhea heart attack symptoms  chest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating or high levels of serotonin in the body  agitation, hallucinations, fever, fast heart rate, overactive reflexes, nausea, vomiting, diarrhea, loss of coordination, fainting common zomig side effects may include pain or tightness in your throat or chest dry mouth, upset stomach pressure or heavy feeling anywhere in your body drowsiness, feeling tired or flushing warmth, redness, or tingly feeling",Migraine,7.0
Zomig-ZMT,"hives  difficulty breathing swelling of your face, lips, tongue, or throat zomigzmt may cause serious side effects stop using zomigzmt and call your doctor at once if you have feeling of tightness in your jaw, neck, throat, or chest fast or pounding heartbeats, dizziness  sudden and severe stomach pain and bloody diarrhea  heart attack symptomschest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating or high levels of serotonin in the body agitation , hallucinations, fever, fast heart rate , overactive reflexes, nausea, vomiting , diarrhea, loss of coordination, fainting common side effects of zomigzmt may include pain or tightness in your throat or chest dry mouth, upset stomach  pressure or heavy feeling anywhere in your body drowsiness, feeling tired or flushing warmth, redness, or tingly feeling",Migraine,8.4
Zonegran,"any form of skin rash , hives  fever, swollen glands, feeling weak or tired, severe muscle pain, unusual bruising or bleeding yellowing of your skin or eyes difficult breathing swelling of your face, lips, tongue, or throat report any new or worsening symptoms to your doctor, such as sudden mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive mentally or physically, depressed, or have thoughts about suicide or hurting yourself call your doctor at once if you have eye pain or redness or any changes in your vision decreased sweating, feeling very hot signs of metabolic acidosis  confusion, vomiting , lack of energy, irregular heartbeats symptoms of a blood cell disorder  fever, chills, body aches, flu symptoms, sores in your mouth and throat symptoms of a kidney stone  severe pain in your stomach or lower back, blood in your urine increased or worsening seizures the first sign of any skin rash, no matter how mild or severe skin reaction  fever, sore throat , swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads especially in the face or upper body and causes blistering and peeling common zonegran side effects may include drowsiness, dizziness  problems with memory or concentration feeling agitated or irritable loss of coordination, trouble walking or loss of appetite",Seizures,6.3
